"No.","Time","Source","Destination","Protocol","Length","Info"
"14","0.561773","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"15","0.562114","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=1 Ack=184 Win=65535 Len=0"
"16","0.645506","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"17","0.645539","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=184 Ack=114 Win=65535 Len=0"
"20","2.683572","10.0.2.15","149.154.167.99","TLSv1.2","221","Application Data"
"21","2.684112","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=114 Ack=351 Win=65535 Len=0"
"22","2.843804","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"23","2.843836","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=351 Ack=227 Win=65535 Len=0"
"24","2.905290","149.154.167.91","10.0.2.15","SSL","170","Continuation Data"
"25","2.905327","10.0.2.15","149.154.167.91","TCP","54","55888  >  443 [ACK] Seq=1 Ack=117 Win=356 Len=0"
"28","3.650288","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"29","3.650674","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=227 Ack=534 Win=65535 Len=0"
"30","3.758339","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"31","3.758372","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=534 Ack=340 Win=65535 Len=0"
"34","6.764010","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"35","6.764315","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=340 Ack=717 Win=65535 Len=0"
"36","6.842963","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"37","6.843039","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=717 Ack=453 Win=65535 Len=0"
"90","7.912585","149.154.167.91","10.0.2.15","TCP","60","443  >  59140 [ACK] Seq=1 Ack=1 Win=65535 Len=1 [TCP segment of a reassembled PDU]"
"91","7.912631","10.0.2.15","149.154.167.91","TCP","54","[TCP ZeroWindow] 59140  >  443 [ACK] Seq=1 Ack=1 Win=0 Len=0"
"101","9.816817","10.0.2.15","149.154.167.99","TLSv1.2","269","Application Data"
"102","9.817207","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=453 Ack=932 Win=65535 Len=0"
"103","9.849775","10.0.2.15","149.154.167.99","TLSv1.2","171","Application Data"
"104","9.850213","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=453 Ack=1049 Win=65535 Len=0"
"105","9.930441","149.154.167.99","10.0.2.15","TLSv1.2","233","Application Data"
"106","9.930474","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=1049 Ack=632 Win=65535 Len=0"
"107","9.942552","149.154.167.99","10.0.2.15","TLSv1.2","249","Application Data"
"108","9.942582","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=1049 Ack=827 Win=65535 Len=0"
"111","10.663272","34.117.65.55","10.0.2.15","TLSv1.2","78","Application Data"
"112","10.663864","10.0.2.15","34.117.65.55","TLSv1.2","82","Application Data"
"113","10.664271","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=25 Ack=29 Win=65535 Len=0"
"116","12.482549","149.154.167.91","10.0.2.15","SSL","378","Continuation Data"
"117","12.482584","10.0.2.15","149.154.167.91","TCP","54","55888  >  443 [ACK] Seq=1 Ack=441 Win=32 Len=0"
"118","12.484163","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"119","12.484198","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=1049 Ack=1166 Win=65535 Len=0"
"120","12.519753","10.0.2.15","149.154.167.99","TLSv1.2","301","Application Data"
"121","12.520099","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=1166 Ack=1296 Win=65535 Len=0"
"122","12.633927","149.154.167.99","10.0.2.15","TLSv1.2","489","Application Data"
"123","12.680570","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=1296 Ack=1601 Win=65535 Len=0"
"124","12.797216","34.117.65.55","10.0.2.15","TLSv1.2","928","Application Data"
"125","12.824633","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"126","12.825002","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=899 Ack=373 Win=65535 Len=0"
"130","12.840109","10.0.2.15","149.154.167.99","TCP","74","50546  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=4093282432 TSecr=0 WS=128"
"132","12.914562","149.154.167.99","10.0.2.15","TCP","60","443  >  50546 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"133","12.914604","10.0.2.15","149.154.167.99","TCP","54","50546  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"134","12.917205","10.0.2.15","149.154.167.99","TLSv1.3","732","Client Hello"
"135","12.917613","149.154.167.99","10.0.2.15","TCP","60","443  >  50546 [ACK] Seq=1 Ack=679 Win=65535 Len=0"
"136","12.940916","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"137","12.941343","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=1601 Ack=1479 Win=65535 Len=0"
"138","12.996509","149.154.167.99","10.0.2.15","TLSv1.3","308","Server Hello, Change Cipher Spec, Application Data, Application Data"
"139","12.996575","10.0.2.15","149.154.167.99","TCP","54","50546  >  443 [ACK] Seq=679 Ack=255 Win=63986 Len=0"
"140","12.998233","10.0.2.15","149.154.167.99","TLSv1.3","134","Change Cipher Spec, Application Data"
"141","12.998621","149.154.167.99","10.0.2.15","TCP","60","443  >  50546 [ACK] Seq=255 Ack=759 Win=65535 Len=0"
"142","12.998667","10.0.2.15","149.154.167.99","TLSv1.3","224","Application Data"
"143","12.998907","149.154.167.99","10.0.2.15","TCP","60","443  >  50546 [ACK] Seq=255 Ack=929 Win=65535 Len=0"
"144","13.019532","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"145","13.019566","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=1479 Ack=1714 Win=65535 Len=0"
"146","13.074633","149.154.167.99","10.0.2.15","TLSv1.3","412","Application Data, Application Data"
"147","13.075610","10.0.2.15","149.154.167.99","TLSv1.3","85","Application Data"
"148","13.075879","149.154.167.99","10.0.2.15","TCP","60","443  >  50546 [ACK] Seq=613 Ack=960 Win=65535 Len=0"
"151","13.263758","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"152","13.264256","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=1714 Ack=1678 Win=65535 Len=0"
"153","13.369641","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"154","13.369670","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=1678 Ack=1827 Win=65535 Len=0"
"155","13.377393","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"156","13.377786","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=1827 Ack=1877 Win=65535 Len=0"
"157","13.477852","149.154.167.99","10.0.2.15","TLSv1.2","457","Application Data"
"158","13.519067","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=1877 Ack=2230 Win=65535 Len=0"
"159","13.774605","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"160","13.775012","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=2230 Ack=2076 Win=65535 Len=0"
"161","13.872666","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"162","13.872692","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=2076 Ack=2375 Win=65535 Len=0"
"163","13.910971","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"164","13.911021","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=2076 Ack=2714 Win=65535 Len=0"
"167","13.987617","10.0.2.15","149.154.167.99","TLSv1.2","285","Application Data"
"168","13.988024","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=2714 Ack=2307 Win=65535 Len=0"
"169","14.218831","149.154.167.99","10.0.2.15","TLSv1.2","505","Application Data"
"170","14.218872","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=2307 Ack=3165 Win=65535 Len=0"
"171","14.326697","34.117.65.55","10.0.2.15","TLSv1.2","967","Application Data"
"172","14.336065","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"173","14.336538","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=1812 Ack=717 Win=65535 Len=0"
"174","14.688059","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"175","14.688377","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=3165 Ack=2506 Win=65535 Len=0"
"176","14.781655","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"177","14.781686","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=2506 Ack=3278 Win=65535 Len=0"
"178","14.785732","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"179","14.785985","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=3278 Ack=2705 Win=65535 Len=0"
"180","14.961063","149.154.167.99","10.0.2.15","TLSv1.2","473","Application Data"
"181","15.007034","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=2705 Ack=3697 Win=65535 Len=0"
"182","15.188749","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"183","15.189138","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=3697 Ack=2904 Win=65535 Len=0"
"184","15.394733","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"185","15.394785","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=2904 Ack=3842 Win=65535 Len=0"
"186","15.470048","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"187","15.470086","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=2904 Ack=4181 Win=65535 Len=0"
"188","15.540143","10.0.2.15","149.154.167.99","TLSv1.2","285","Application Data"
"189","15.540537","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=4181 Ack=3135 Win=65535 Len=0"
"190","15.642051","149.154.167.99","10.0.2.15","TLSv1.2","521","Application Data"
"191","15.642089","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=3135 Ack=4648 Win=65535 Len=0"
"192","15.861590","34.117.65.55","10.0.2.15","TLSv1.2","935","Application Data"
"193","15.867983","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"194","15.868394","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=2693 Ack=1061 Win=65535 Len=0"
"195","16.044227","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"196","16.044628","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=4648 Ack=3318 Win=65535 Len=0"
"197","16.123956","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"198","16.123989","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=3318 Ack=4761 Win=65535 Len=0"
"199","16.257142","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"200","16.257478","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=4761 Ack=3517 Win=65535 Len=0"
"201","16.368734","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"202","16.368769","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=3517 Ack=4874 Win=65535 Len=0"
"203","16.372950","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"204","16.373336","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=4874 Ack=3716 Win=65535 Len=0"
"205","16.521515","149.154.167.99","10.0.2.15","TLSv1.2","457","Application Data"
"206","16.564323","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=3716 Ack=5277 Win=65535 Len=0"
"207","16.757343","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"208","16.757806","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=5277 Ack=3915 Win=65535 Len=0"
"209","16.877954","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"210","16.877996","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=3915 Ack=5422 Win=65535 Len=0"
"211","17.008679","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"212","17.008719","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=3915 Ack=5761 Win=65535 Len=0"
"213","17.038886","10.0.2.15","149.154.167.99","TLSv1.2","285","Application Data"
"214","17.040821","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=5761 Ack=4146 Win=65535 Len=0"
"215","17.150381","149.154.167.99","10.0.2.15","TLSv1.2","553","Application Data"
"216","17.191090","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=4146 Ack=6260 Win=65535 Len=0"
"217","17.197004","34.117.65.55","10.0.2.15","TLSv1.2","972","Application Data"
"222","17.220235","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"223","17.220568","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=3611 Ack=1405 Win=65535 Len=0"
"224","17.761253","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"225","17.761691","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=6260 Ack=4345 Win=65535 Len=0"
"226","17.861956","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"227","17.861983","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=4345 Ack=6373 Win=65535 Len=0"
"228","17.864344","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"229","17.864617","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=6373 Ack=4544 Win=65535 Len=0"
"230","17.964216","149.154.167.99","10.0.2.15","TLSv1.2","473","Application Data"
"231","18.007349","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=4544 Ack=6792 Win=65535 Len=0"
"234","18.156396","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"235","18.156433","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=4544 Ack=7131 Win=65535 Len=0"
"236","18.199380","10.0.2.15","149.154.167.99","TLSv1.2","285","Application Data"
"237","18.199726","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=7131 Ack=4775 Win=65535 Len=0"
"238","18.262600","10.0.2.15","149.154.167.99","TLSv1.2","203","Application Data"
"239","18.263023","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=7131 Ack=4924 Win=65535 Len=0"
"240","18.304305","149.154.167.99","10.0.2.15","TLSv1.2","569","Application Data"
"241","18.304338","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=4924 Ack=7646 Win=65535 Len=0"
"242","18.366252","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"243","18.366282","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=4924 Ack=7791 Win=65535 Len=0"
"244","18.414331","34.117.65.55","10.0.2.15","TLSv1.2","948","Application Data"
"245","18.423198","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"246","18.423574","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=4505 Ack=1749 Win=65535 Len=0"
"247","18.922562","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"248","18.922843","149.154.167.91","10.0.2.15","TCP","86","443  >  55888 [ACK] Seq=441 Ack=1 Win=65535 Len=32 [TCP segment of a reassembled PDU]"
"249","18.922861","10.0.2.15","149.154.167.91","TCP","54","[TCP ZeroWindow] 55888  >  443 [ACK] Seq=1 Ack=473 Win=0 Len=0"
"250","18.922939","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=7791 Ack=5123 Win=65535 Len=0"
"253","19.026617","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"254","19.026645","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=5123 Ack=7904 Win=65535 Len=0"
"255","19.031568","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"256","19.031888","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=7904 Ack=5322 Win=65535 Len=0"
"257","19.123218","149.154.167.99","10.0.2.15","TLSv1.2","473","Application Data"
"258","19.128115","10.0.2.15","149.154.167.99","TLSv1.2","171","Application Data"
"259","19.128527","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=8323 Ack=5439 Win=65535 Len=0"
"260","19.205419","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"261","19.247097","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=5439 Ack=8436 Win=65535 Len=0"
"262","19.416137","10.0.2.15","149.154.167.99","TLSv1.2","269","Application Data"
"263","19.416465","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=8436 Ack=5654 Win=65535 Len=0"
"264","19.526277","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"265","19.526308","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=5654 Ack=8581 Win=65535 Len=0"
"266","19.974083","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"267","19.974119","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=5654 Ack=8920 Win=65535 Len=0"
"268","20.036696","10.0.2.15","149.154.167.99","TLSv1.2","285","Application Data"
"269","20.037118","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=8920 Ack=5885 Win=65535 Len=0"
"270","20.172738","34.117.65.55","10.0.2.15","TLSv1.2","981","Application Data"
"271","20.180943","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"272","20.181316","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=5432 Ack=2093 Win=65535 Len=0"
"273","20.202974","149.154.167.99","10.0.2.15","TLSv1.2","585","Application Data"
"274","20.203015","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=5885 Ack=9451 Win=65535 Len=0"
"275","20.776649","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"276","20.777016","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=9451 Ack=6084 Win=65535 Len=0"
"277","20.813432","10.0.2.15","149.154.167.99","TCP","74","48534  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=4093290405 TSecr=0 WS=128"
"278","20.875775","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"279","20.875808","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=6084 Ack=9564 Win=65535 Len=0"
"280","20.878836","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"281","20.879253","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=9564 Ack=6283 Win=65535 Len=0"
"282","20.884405","149.154.167.99","10.0.2.15","TCP","60","443  >  48534 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"283","20.884451","10.0.2.15","149.154.167.99","TCP","54","48534  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"284","20.886093","10.0.2.15","149.154.167.99","TLSv1.3","732","Client Hello"
"285","20.886324","149.154.167.99","10.0.2.15","TCP","60","443  >  48534 [ACK] Seq=1 Ack=679 Win=65535 Len=0"
"286","20.961226","149.154.167.99","10.0.2.15","TLSv1.3","308","Server Hello, Change Cipher Spec, Application Data, Application Data"
"287","20.961362","10.0.2.15","149.154.167.99","TCP","54","48534  >  443 [ACK] Seq=679 Ack=255 Win=63986 Len=0"
"288","20.961843","10.0.2.15","149.154.167.99","TLSv1.3","134","Change Cipher Spec, Application Data"
"289","20.962120","149.154.167.99","10.0.2.15","TCP","60","443  >  48534 [ACK] Seq=255 Ack=759 Win=65535 Len=0"
"290","20.962148","10.0.2.15","149.154.167.99","TLSv1.3","224","Application Data"
"291","20.962162","10.0.2.15","149.154.167.99","TLSv1.3","323","Application Data"
"292","20.962375","149.154.167.99","10.0.2.15","TCP","60","443  >  48534 [ACK] Seq=255 Ack=929 Win=65535 Len=0"
"293","20.962375","149.154.167.99","10.0.2.15","TCP","60","443  >  48534 [ACK] Seq=255 Ack=1198 Win=65535 Len=0"
"294","20.985114","149.154.167.99","10.0.2.15","TLSv1.2","377","Application Data"
"295","21.022969","149.154.167.99","10.0.2.15","TLSv1.2","457","Application Data"
"296","21.023003","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=6283 Ack=10290 Win=65535 Len=0"
"297","21.028737","10.0.2.15","149.154.167.99","TLSv1.2","269","Application Data"
"298","21.029294","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=10290 Ack=6498 Win=65535 Len=0"
"299","21.029458","149.154.167.99","10.0.2.15","TLSv1.3","632","Application Data, Application Data, Application Data"
"300","21.029757","10.0.2.15","149.154.167.99","TLSv1.3","85","Application Data"
"301","21.029994","149.154.167.99","10.0.2.15","TCP","60","443  >  48534 [ACK] Seq=833 Ack=1229 Win=65535 Len=0"
"302","21.132991","149.154.167.99","10.0.2.15","TLSv1.2","604","Application Data"
"303","21.179160","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=6498 Ack=10840 Win=65535 Len=0"
"304","21.221071","34.117.65.55","10.0.2.15","TLSv1.2","920","Application Data"
"305","21.224912","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"306","21.225296","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=6298 Ack=2437 Win=65535 Len=0"
"307","21.347489","10.0.2.15","149.154.167.99","TLSv1.2","269","Application Data"
"308","21.347885","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=10840 Ack=6713 Win=65535 Len=0"
"309","21.470550","149.154.167.99","10.0.2.15","TLSv1.2","217","Application Data"
"310","21.470593","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=6713 Ack=11003 Win=65535 Len=0"
"311","21.762642","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"312","21.763038","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=11003 Ack=6912 Win=65535 Len=0"
"313","21.884756","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"314","21.884786","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=6912 Ack=11116 Win=65535 Len=0"
"315","21.887508","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"316","21.887811","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=11116 Ack=7111 Win=65535 Len=0"
"317","21.990212","149.154.167.99","10.0.2.15","TLSv1.2","457","Application Data"
"318","22.031097","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=7111 Ack=11519 Win=65535 Len=0"
"319","22.211685","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"320","22.212089","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=11519 Ack=7294 Win=65535 Len=0"
"325","22.291424","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"326","22.291453","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=7294 Ack=11632 Win=65535 Len=0"
"327","22.631851","149.154.167.99","10.0.2.15","TLSv1.2","409","Application Data"
"328","22.631886","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=7294 Ack=11987 Win=65535 Len=0"
"329","22.675988","10.0.2.15","149.154.167.99","TLSv1.2","285","Application Data"
"330","22.676432","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=11987 Ack=7525 Win=65535 Len=0"
"331","22.785951","149.154.167.99","10.0.2.15","TLSv1.2","636","Application Data"
"332","22.785991","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=7525 Ack=12569 Win=65535 Len=0"
"333","22.874349","34.117.65.55","10.0.2.15","TLSv1.2","996","Application Data"
"334","22.883244","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"335","22.883671","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=7240 Ack=2781 Win=65535 Len=0"
"338","23.417203","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"339","23.417556","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=12569 Ack=7724 Win=65535 Len=0"
"340","23.525063","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"341","23.525091","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=7724 Ack=12682 Win=65535 Len=0"
"342","23.528374","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"343","23.528730","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=12682 Ack=7923 Win=65535 Len=0"
"344","23.691786","149.154.167.99","10.0.2.15","TLSv1.2","473","Application Data"
"345","23.735062","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=7923 Ack=13101 Win=65535 Len=0"
"346","23.927680","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"347","23.928118","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=13101 Ack=8122 Win=65535 Len=0"
"350","24.042024","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"351","24.042055","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=8122 Ack=13246 Win=65535 Len=0"
"352","24.542274","149.154.167.91","10.0.2.15","TCP","60","[TCP ZeroWindowProbe] 443  >  55888 [ACK] Seq=473 Ack=1 Win=65535 Len=1 [TCP segment of a reassembled PDU]"
"353","24.542360","10.0.2.15","149.154.167.91","TCP","54","[TCP ZeroWindowProbeAck] [TCP ZeroWindow] 55888  >  443 [ACK] Seq=1 Ack=473 Win=0 Len=0"
"354","24.813759","10.0.2.15","149.154.167.99","TLSv1.2","301","Application Data"
"355","24.814030","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=13246 Ack=8369 Win=65535 Len=0"
"356","24.933238","149.154.167.99","10.0.2.15","TLSv1.2","345","Application Data"
"357","24.933269","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=8369 Ack=13537 Win=65535 Len=0"
"358","25.297467","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"359","25.297801","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=13537 Ack=8552 Win=65535 Len=0"
"360","25.376074","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"361","25.376101","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=8552 Ack=13650 Win=65535 Len=0"
"368","28.380877","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"369","28.381225","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=13650 Ack=8735 Win=65535 Len=0"
