"No.","Time","Source","Destination","Protocol","Length","Info"
"672","61.800433","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=27120 Ack=17256 Win=65535 Len=0"
"673","61.899903","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"674","61.899946","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=17256 Ack=27265 Win=65535 Len=0"
"677","62.245674","34.117.65.55","10.0.2.15","TLSv1.2","981","Application Data"
"678","62.251470","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"679","62.251856","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=17334 Ack=6565 Win=65535 Len=0"
"680","62.508500","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"681","62.508833","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=27265 Ack=17455 Win=65535 Len=0"
"682","62.546289","10.0.2.15","149.154.167.99","TLSv1.2","171","Application Data"
"683","62.546645","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=27265 Ack=17572 Win=65535 Len=0"
"684","62.624032","149.154.167.99","10.0.2.15","TLSv1.2","233","Application Data"
"685","62.624079","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=17572 Ack=27444 Win=65535 Len=0"
"686","62.647148","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"687","62.647193","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=17572 Ack=27557 Win=65535 Len=0"
"688","62.650695","10.0.2.15","149.154.167.99","TLSv1.2","269","Application Data"
"689","62.650989","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=27557 Ack=17787 Win=65535 Len=0"
"690","62.766678","149.154.167.99","10.0.2.15","TLSv1.2","473","Application Data"
"691","62.807151","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=17787 Ack=27976 Win=65535 Len=0"
"692","63.020939","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"693","63.021374","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=27976 Ack=17986 Win=65535 Len=0"
"696","63.115408","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"697","63.115433","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=17986 Ack=28121 Win=65535 Len=0"
"700","64.138685","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"701","64.138720","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=17986 Ack=28460 Win=65535 Len=0"
"702","64.335691","34.117.65.55","10.0.2.15","TLSv1.2","924","Application Data"
"703","64.341817","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"704","64.342238","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=18204 Ack=6909 Win=65535 Len=0"
"705","64.923482","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"706","64.923865","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=28460 Ack=18185 Win=65535 Len=0"
"707","65.017877","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"708","65.017913","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=18185 Ack=28573 Win=65535 Len=0"
"709","65.068367","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"710","65.068780","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=28573 Ack=18384 Win=65535 Len=0"
"711","65.223739","149.154.167.99","10.0.2.15","TLSv1.2","457","Application Data"
"712","65.223772","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=18384 Ack=28976 Win=65535 Len=0"
"713","65.423254","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"714","65.423576","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=28976 Ack=18583 Win=65535 Len=0"
"715","65.517636","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"716","65.517673","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=18583 Ack=29121 Win=65535 Len=0"
"717","65.633810","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"718","65.634133","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=29121 Ack=18766 Win=65535 Len=0"
"719","65.713619","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"720","65.713677","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=18766 Ack=29234 Win=65535 Len=0"
"725","68.727592","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"726","68.728053","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=29234 Ack=18949 Win=65535 Len=0"
"727","68.806359","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"728","68.806387","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=18949 Ack=29347 Win=65535 Len=0"
"731","69.816907","10.0.2.15","149.154.167.99","TLSv1.2","349","Application Data"
"732","69.817290","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=29347 Ack=19244 Win=65535 Len=0"
"733","69.911676","149.154.167.99","10.0.2.15","TLSv1.2","217","Application Data"
"734","69.911721","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=19244 Ack=29510 Win=65535 Len=0"
"735","70.847169","10.0.2.15","149.154.167.99","TLSv1.3","82","Application Data"
"736","70.847473","149.154.167.99","10.0.2.15","TCP","60","443  >  39510 [ACK] Seq=6352 Ack=1940 Win=65535 Len=0"
"737","70.927731","149.154.167.99","10.0.2.15","TLSv1.3","92","Application Data"
"738","70.928627","149.154.167.99","10.0.2.15","TLSv1.3","78","Application Data"
"739","70.928627","149.154.167.99","10.0.2.15","TCP","60","443  >  39510 [FIN, ACK] Seq=6414 Ack=1940 Win=65535 Len=0"
"740","70.928731","10.0.2.15","149.154.167.99","TLSv1.3","78","Application Data"
"741","70.928750","10.0.2.15","149.154.167.99","TCP","54","39510  >  443 [FIN, ACK] Seq=1964 Ack=6415 Win=63980 Len=0"
"742","70.928952","149.154.167.99","10.0.2.15","TCP","60","443  >  39510 [ACK] Seq=6415 Ack=1964 Win=65535 Len=0"
"743","70.928952","149.154.167.99","10.0.2.15","TCP","60","443  >  39510 [ACK] Seq=6415 Ack=1965 Win=65535 Len=0"
"744","71.382927","10.0.2.15","149.154.167.99","TLSv1.3","93","Application Data"
"745","71.383379","149.154.167.99","10.0.2.15","TCP","60","443  >  50546 [ACK] Seq=613 Ack=999 Win=65535 Len=0"
"746","71.459086","149.154.167.99","10.0.2.15","TLSv1.3","93","Application Data"
"747","71.503538","10.0.2.15","149.154.167.99","TCP","54","50546  >  443 [ACK] Seq=999 Ack=652 Win=63986 Len=0"
"748","71.813972","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"749","71.814271","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=29510 Ack=19427 Win=65535 Len=0"
"750","71.890771","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"751","71.890804","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=19427 Ack=29623 Win=65535 Len=0"
"758","74.905418","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"759","74.905750","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=29623 Ack=19610 Win=65535 Len=0"
"760","74.960644","10.0.2.15","149.154.167.99","TLSv1.2","171","Application Data"
"761","74.961029","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=29623 Ack=19727 Win=65535 Len=0"
"762","74.988496","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"763","74.988526","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=19727 Ack=29736 Win=65535 Len=0"
"764","75.065854","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"765","75.065892","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=19727 Ack=29849 Win=65535 Len=0"
"768","77.999121","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"769","77.999671","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=29849 Ack=19910 Win=65535 Len=0"
"770","78.078287","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"771","78.078329","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=19910 Ack=29962 Win=65535 Len=0"
"776","79.383963","10.0.2.15","149.154.167.99","TLSv1.3","93","Application Data"
"777","79.384381","149.154.167.99","10.0.2.15","TCP","60","443  >  48534 [ACK] Seq=833 Ack=1268 Win=65535 Len=0"
"778","79.450326","149.154.167.99","10.0.2.15","TLSv1.3","93","Application Data"
"779","79.491284","10.0.2.15","149.154.167.99","TCP","54","48534  >  443 [ACK] Seq=1268 Ack=872 Win=63986 Len=0"
"834","81.085227","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"835","81.085597","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=29962 Ack=20093 Win=65535 Len=0"
"836","81.181885","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"837","81.181928","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=20093 Ack=30075 Win=65535 Len=0"
"843","83.623924","149.154.167.91","10.0.2.15","TCP","60","[TCP Keep-Alive] 443  >  59140 [ACK] Seq=1 Ack=1 Win=65535 Len=1"
"844","83.623954","10.0.2.15","149.154.167.91","TCP","54","[TCP ZeroWindow] 59140  >  443 [ACK] Seq=1 Ack=1 Win=0 Len=0"
"847","84.188130","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"848","84.188683","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=30075 Ack=20276 Win=65535 Len=0"
"849","84.269756","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"850","84.269785","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=20276 Ack=30188 Win=65535 Len=0"
"853","84.817885","10.0.2.15","149.154.167.99","TLSv1.2","349","Application Data"
"854","84.818326","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=30188 Ack=20571 Win=65535 Len=0"
"855","84.975951","149.154.167.99","10.0.2.15","TLSv1.2","217","Application Data"
"856","84.975980","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=20571 Ack=30351 Win=65535 Len=0"
"857","85.476531","149.154.167.91","10.0.2.15","TCP","60","[TCP ZeroWindowProbe] 443  >  55888 [ACK] Seq=473 Ack=1 Win=65535 Len=1 [TCP segment of a reassembled PDU]"
"858","85.476564","10.0.2.15","149.154.167.91","TCP","54","[TCP ZeroWindowProbeAck] [TCP ZeroWindow] 55888  >  443 [ACK] Seq=1 Ack=473 Win=0 Len=0"
"862","87.290335","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"863","87.290809","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=30351 Ack=20754 Win=65535 Len=0"
"864","87.370409","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"865","87.370438","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=20754 Ack=30464 Win=65535 Len=0"
"868","88.592404","140.82.121.6","10.0.2.15","TLSv1.2","117","Application Data, Application Data"
"869","88.592404","140.82.121.6","10.0.2.15","TCP","60","443  >  43418 [FIN, ACK] Seq=64 Ack=1 Win=65535 Len=0"
"870","88.592647","10.0.2.15","140.82.121.6","TLSv1.2","110","Application Data"
"871","88.593272","140.82.121.6","10.0.2.15","TCP","60","443  >  43418 [ACK] Seq=65 Ack=57 Win=65535 Len=0"
"872","88.593425","10.0.2.15","140.82.121.6","TCP","54","43418  >  443 [FIN, ACK] Seq=57 Ack=65 Win=63184 Len=0"
"873","88.593793","140.82.121.6","10.0.2.15","TCP","60","443  >  43418 [ACK] Seq=65 Ack=58 Win=65535 Len=0"
"876","90.377245","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"877","90.377664","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=30464 Ack=20937 Win=65535 Len=0"
"878","90.455443","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"879","90.455490","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=20937 Ack=30577 Win=65535 Len=0"
"884","93.462237","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"885","93.462637","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=30577 Ack=21120 Win=65535 Len=0"
"886","93.561806","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"887","93.561835","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=21120 Ack=30690 Win=65535 Len=0"
"890","94.282752","13.107.5.93","10.0.2.15","TCP","60","443  >  55332 [RST, ACK] Seq=1 Ack=1 Win=65535 Len=0"
"891","96.569215","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"892","96.569665","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=30690 Ack=21303 Win=65535 Len=0"
"893","96.654747","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"894","96.654776","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=21303 Ack=30803 Win=65535 Len=0"
"901","99.664169","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"902","99.664593","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=30803 Ack=21486 Win=65535 Len=0"
"903","99.769601","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"904","99.769646","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=21486 Ack=30916 Win=65535 Len=0"
"905","99.818678","10.0.2.15","149.154.167.99","TLSv1.2","349","Application Data"
"906","99.819223","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=30916 Ack=21781 Win=65535 Len=0"
"907","99.915435","149.154.167.99","10.0.2.15","TLSv1.2","217","Application Data"
"908","99.915462","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=21781 Ack=31079 Win=65535 Len=0"
"911","102.776242","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"912","102.776639","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=31079 Ack=21964 Win=65535 Len=0"
"913","102.854672","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"914","102.854725","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=21964 Ack=31192 Win=65535 Len=0"
"919","105.860945","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"920","105.861204","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=31192 Ack=22147 Win=65535 Len=0"
"921","105.939158","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"922","105.939216","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=22147 Ack=31305 Win=65535 Len=0"
"929","108.947612","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"930","108.948014","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=31305 Ack=22330 Win=65535 Len=0"
"933","109.025061","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"934","109.025106","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=22330 Ack=31418 Win=65535 Len=0"
"935","110.173286","10.0.2.15","149.154.167.99","TLSv1.2","221","Application Data"
"936","110.173982","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=31418 Ack=22497 Win=65535 Len=0"
"937","110.342660","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"938","110.342690","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=22497 Ack=31531 Win=65535 Len=0"
"939","112.031467","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"940","112.031965","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=31531 Ack=22680 Win=65535 Len=0"
"941","112.110527","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"942","112.110555","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=22680 Ack=31644 Win=65535 Len=0"
"945","112.640266","149.154.167.99","10.0.2.15","TLSv1.2","569","Application Data"
"946","112.640300","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=22680 Ack=32159 Win=65535 Len=0"
"947","112.813056","34.117.65.55","10.0.2.15","TLSv1.2","1064","Application Data"
"948","112.844506","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"949","112.845090","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=19214 Ack=7253 Win=65535 Len=0"
"955","113.089086","10.0.2.15","149.154.167.99","TCP","74","52156  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=4093382681 TSecr=0 WS=128"
"959","113.157969","149.154.167.99","10.0.2.15","TCP","60","443  >  52156 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"960","113.158015","10.0.2.15","149.154.167.99","TCP","54","52156  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"961","113.159605","10.0.2.15","149.154.167.99","TLSv1.3","752","Client Hello"
"962","113.159854","149.154.167.99","10.0.2.15","TCP","60","443  >  52156 [ACK] Seq=1 Ack=699 Win=65535 Len=0"
"963","113.233164","149.154.167.99","10.0.2.15","TLSv1.3","1294","Server Hello, Change Cipher Spec, Application Data"
"964","113.233226","10.0.2.15","149.154.167.99","TCP","54","52156  >  443 [ACK] Seq=699 Ack=1241 Win=63240 Len=0"
"965","113.240993","149.154.167.99","10.0.2.15","TCP","2910","443  >  52156 [PSH, ACK] Seq=1241 Ack=699 Win=65535 Len=2856 [TCP segment of a reassembled PDU]"
"966","113.241024","10.0.2.15","149.154.167.99","TCP","54","52156  >  443 [ACK] Seq=699 Ack=4097 Win=63240 Len=0"
"967","113.245587","149.154.167.99","10.0.2.15","TCP","1294","443  >  52156 [PSH, ACK] Seq=4097 Ack=699 Win=65535 Len=1240 [TCP segment of a reassembled PDU]"
"968","113.245628","10.0.2.15","149.154.167.99","TCP","54","52156  >  443 [ACK] Seq=699 Ack=5337 Win=63240 Len=0"
"969","113.245909","149.154.167.99","10.0.2.15","TLSv1.3","420","Application Data, Application Data, Application Data"
"970","113.245921","10.0.2.15","149.154.167.99","TCP","54","52156  >  443 [ACK] Seq=699 Ack=5703 Win=63240 Len=0"
"971","113.251070","10.0.2.15","149.154.167.99","TLSv1.3","134","Change Cipher Spec, Application Data"
"972","113.251294","10.0.2.15","149.154.167.99","TLSv1.3","665","Application Data"
"973","113.252997","149.154.167.99","10.0.2.15","TCP","60","443  >  52156 [ACK] Seq=5703 Ack=779 Win=65535 Len=0"
"974","113.252997","149.154.167.99","10.0.2.15","TCP","60","443  >  52156 [ACK] Seq=5703 Ack=1390 Win=65535 Len=0"
"975","113.356641","149.154.167.99","10.0.2.15","TLSv1.3","902","Application Data, Application Data, Application Data"
"976","113.361031","10.0.2.15","149.154.167.99","TLSv1.3","146","Application Data"
"977","113.361345","149.154.167.99","10.0.2.15","TCP","60","443  >  52156 [ACK] Seq=6551 Ack=1482 Win=65535 Len=0"
"978","113.362475","10.0.2.15","149.154.167.99","TLSv1.3","237","Application Data"
"979","113.362889","149.154.167.99","10.0.2.15","TCP","60","443  >  52156 [ACK] Seq=6551 Ack=1665 Win=65535 Len=0"
"980","113.434718","149.154.167.99","10.0.2.15","TLSv1.3","183","Application Data"
"981","113.439153","10.0.2.15","149.154.167.99","TLSv1.3","301","Application Data"
"982","113.439520","149.154.167.99","10.0.2.15","TCP","60","443  >  52156 [ACK] Seq=6680 Ack=1912 Win=65535 Len=0"
"983","113.449195","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"984","113.449518","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=32159 Ack=22879 Win=65535 Len=0"
"985","113.509280","149.154.167.99","10.0.2.15","TLSv1.3","249","Application Data"
"986","113.525850","149.154.167.99","10.0.2.15","TCP","1294","443  >  52156 [PSH, ACK] Seq=6875 Ack=1912 Win=65535 Len=1240 [TCP segment of a reassembled PDU]"
"987","113.525951","10.0.2.15","149.154.167.99","TCP","54","52156  >  443 [ACK] Seq=1912 Ack=8115 Win=63240 Len=0"
"988","113.526971","149.154.167.99","10.0.2.15","TCP","2534","443  >  52156 [PSH, ACK] Seq=8115 Ack=1912 Win=65535 Len=2480 [TCP segment of a reassembled PDU]"
"989","113.526994","10.0.2.15","149.154.167.99","TCP","54","52156  >  443 [ACK] Seq=1912 Ack=10595 Win=63240 Len=0"
"990","113.527204","149.154.167.99","10.0.2.15","TLSv1.3","1620","Application Data"
"991","113.527220","10.0.2.15","149.154.167.99","TCP","54","52156  >  443 [ACK] Seq=1912 Ack=12161 Win=63240 Len=0"
"992","113.548915","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"993","113.548955","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=22879 Ack=32272 Win=65535 Len=0"
"994","113.559192","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"995","113.559570","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=32272 Ack=23078 Win=65535 Len=0"
"996","113.680436","149.154.167.99","10.0.2.15","TLSv1.2","668","Application Data"
"997","113.723318","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=23078 Ack=32886 Win=65535 Len=0"
"998","113.950638","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"999","113.951107","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=32886 Ack=23277 Win=65535 Len=0"
"1002","114.049221","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"1003","114.049261","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=23277 Ack=33031 Win=65535 Len=0"
"1004","114.818161","10.0.2.15","149.154.167.99","TLSv1.2","349","Application Data"
"1005","114.818543","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=33031 Ack=23572 Win=65535 Len=0"
"1006","114.911995","149.154.167.99","10.0.2.15","TLSv1.2","217","Application Data"
"1007","114.912027","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=23572 Ack=33194 Win=65535 Len=0"
"1008","115.115317","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1009","115.115741","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=33194 Ack=23755 Win=65535 Len=0"
"1010","115.198527","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1011","115.198555","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=23755 Ack=33307 Win=65535 Len=0"
"1016","117.937903","149.154.167.99","10.0.2.15","TLSv1.2","377","Application Data"
"1017","117.937982","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=23755 Ack=33630 Win=65535 Len=0"
"1020","118.185561","34.117.65.55","10.0.2.15","TLSv1.2","920","Application Data"
"1021","118.202653","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"1022","118.203103","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=20080 Ack=7597 Win=65535 Len=0"
"1023","118.252607","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1024","118.254193","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=33630 Ack=23938 Win=65535 Len=0"
"1025","118.333141","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1026","118.333181","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=23938 Ack=33743 Win=65535 Len=0"
"1027","118.720222","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1028","118.720648","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=33743 Ack=24137 Win=65535 Len=0"
"1029","118.818411","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1030","118.818448","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=24137 Ack=33856 Win=65535 Len=0"
"1031","118.822597","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1032","118.822966","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=33856 Ack=24336 Win=65535 Len=0"
"1033","118.920576","149.154.167.99","10.0.2.15","TLSv1.2","457","Application Data"
"1034","118.963038","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=24336 Ack=34259 Win=65535 Len=0"
"1037","119.241452","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1038","119.241962","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=34259 Ack=24535 Win=65535 Len=0"
"1039","119.253879","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"1040","119.253929","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=24535 Ack=34598 Win=65535 Len=0"
"1041","119.350170","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"1042","119.350235","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=24535 Ack=34743 Win=65535 Len=0"
"1043","119.834128","34.117.65.55","10.0.2.15","TLSv1.2","972","Application Data"
"1044","119.847370","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"1045","119.847809","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=20998 Ack=7941 Win=65535 Len=0"
"1046","120.040138","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1047","120.040524","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=34743 Ack=24734 Win=65535 Len=0"
"1048","120.227231","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1049","120.227257","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=24734 Ack=34856 Win=65535 Len=0"
"1050","120.230072","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1051","120.230279","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=34856 Ack=24933 Win=65535 Len=0"
"1052","120.315481","149.154.167.99","10.0.2.15","TLSv1.2","441","Application Data"
"1053","120.363245","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=24933 Ack=35243 Win=65535 Len=0"
"1054","120.363314","149.154.167.99","10.0.2.15","TLSv1.2","457","Application Data"
"1055","120.363326","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=24933 Ack=35646 Win=65535 Len=0"
"1056","120.550713","10.0.2.15","149.154.167.99","TLSv1.2","269","Application Data"
"1057","120.551114","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=35646 Ack=25148 Win=65535 Len=0"
"1058","120.642053","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"1059","120.642093","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=25148 Ack=35791 Win=65535 Len=0"
"1060","120.662199","34.117.65.55","10.0.2.15","TLSv1.2","928","Application Data"
"1061","120.675192","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
