"No.","Time","Source","Destination","Protocol","Length","Info"
"3","1.418386","10.0.2.15","149.154.167.99","TLSv1.2","221","Application Data"
"4","1.418785","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=1 Ack=168 Win=65535 Len=0"
"5","1.523770","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"6","1.523798","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=168 Ack=114 Win=65535 Len=0"
"11","2.564240","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"12","2.564627","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=114 Ack=351 Win=65535 Len=0"
"13","2.647373","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"14","2.647400","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=351 Ack=227 Win=65535 Len=0"
"63","4.356231","10.0.2.15","149.154.167.99","TLSv1.2","82","Application Data"
"64","4.356512","149.154.167.99","10.0.2.15","TCP","60","443  >  58608 [ACK] Seq=1 Ack=29 Win=65535 Len=0"
"68","4.426635","149.154.167.99","10.0.2.15","TLSv1.2","92","Application Data"
"69","4.426647","10.0.2.15","149.154.167.99","TCP","54","58608  >  443 [ACK] Seq=29 Ack=39 Win=62780 Len=0"
"70","4.427812","149.154.167.99","10.0.2.15","TLSv1.2","78","Application Data"
"71","4.427829","10.0.2.15","149.154.167.99","TCP","54","58608  >  443 [ACK] Seq=29 Ack=63 Win=62780 Len=0"
"72","4.427813","149.154.167.99","10.0.2.15","TCP","60","443  >  58608 [FIN, ACK] Seq=63 Ack=29 Win=65535 Len=0"
"73","4.427996","10.0.2.15","149.154.167.99","TLSv1.2","78","Application Data"
"74","4.428013","10.0.2.15","149.154.167.99","TCP","54","58608  >  443 [FIN, ACK] Seq=53 Ack=64 Win=62780 Len=0"
"75","4.428179","149.154.167.99","10.0.2.15","TCP","60","443  >  58608 [ACK] Seq=64 Ack=53 Win=65535 Len=0"
"76","4.428179","149.154.167.99","10.0.2.15","TCP","60","443  >  58608 [ACK] Seq=64 Ack=54 Win=65535 Len=0"
"77","4.445646","10.0.2.15","149.154.167.99","TLSv1.2","525","Application Data"
"78","4.445940","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=227 Ack=822 Win=65535 Len=0"
"79","4.556312","149.154.167.99","10.0.2.15","TLSv1.2","233","Application Data"
"80","4.556345","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=822 Ack=406 Win=65535 Len=0"
"86","5.651786","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"87","5.652204","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=406 Ack=1005 Win=65535 Len=0"
"88","5.730593","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"89","5.730690","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=1005 Ack=519 Win=65535 Len=0"
"94","8.738514","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"95","8.738961","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=519 Ack=1188 Win=65535 Len=0"
"96","8.872683","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"97","8.872709","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=1188 Ack=632 Win=65535 Len=0"
"102","11.880119","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"103","11.880453","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=632 Ack=1371 Win=65535 Len=0"
"104","11.961935","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"105","11.961969","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=1371 Ack=745 Win=65535 Len=0"
"110","14.969736","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"111","14.969969","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=745 Ack=1554 Win=65535 Len=0"
"114","15.062868","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"115","15.062902","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=1554 Ack=858 Win=65535 Len=0"
"116","16.063210","10.0.2.15","149.154.167.99","TLSv1.2","93","Application Data"
"117","16.063602","149.154.167.99","10.0.2.15","TCP","60","443  >  58620 [ACK] Seq=1 Ack=40 Win=65535 Len=0"
"118","16.135148","149.154.167.99","10.0.2.15","TLSv1.2","93","Application Data"
"119","16.175971","10.0.2.15","149.154.167.99","TCP","54","58620  >  443 [ACK] Seq=40 Ack=40 Win=63986 Len=0"
"120","18.070507","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"121","18.071022","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=858 Ack=1737 Win=65535 Len=0"
"122","18.163944","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"123","18.163975","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=1737 Ack=971 Win=65535 Len=0"
"128","19.447835","10.0.2.15","149.154.167.99","TLSv1.2","525","Application Data"
"129","19.448208","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=971 Ack=2208 Win=65535 Len=0"
"130","19.577920","149.154.167.99","10.0.2.15","TLSv1.2","233","Application Data"
"131","19.577948","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=2208 Ack=1150 Win=65535 Len=0"
"134","21.170438","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"135","21.170858","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=1150 Ack=2391 Win=65535 Len=0"
"136","21.249801","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"137","21.249829","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=2391 Ack=1263 Win=65535 Len=0"
"142","24.256491","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"143","24.256976","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=1263 Ack=2574 Win=65535 Len=0"
"144","24.337087","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"145","24.337114","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=2574 Ack=1376 Win=65535 Len=0"
"218","27.344329","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"219","27.344818","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=1376 Ack=2757 Win=65535 Len=0"
"220","27.470843","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"221","27.470872","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=2757 Ack=1489 Win=65535 Len=0"
"232","30.483628","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"233","30.484026","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=1489 Ack=2940 Win=65535 Len=0"
"234","30.562312","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"235","30.562348","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=2940 Ack=1602 Win=65535 Len=0"
"238","33.572673","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"239","33.573029","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=1602 Ack=3123 Win=65535 Len=0"
"240","33.651330","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"241","33.651358","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=3123 Ack=1715 Win=65535 Len=0"
"242","34.099157","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"243","34.099190","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=3123 Ack=2054 Win=65535 Len=0"
"250","34.445378","10.0.2.15","149.154.167.99","TLSv1.2","525","Application Data"
"251","34.445780","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=2054 Ack=3594 Win=65535 Len=0"
"257","34.560940","149.154.167.99","10.0.2.15","TLSv1.2","233","Application Data"
"258","34.560965","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=3594 Ack=2233 Win=65535 Len=0"
"259","34.846722","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"260","34.847050","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=2233 Ack=3793 Win=65535 Len=0"
"261","34.962458","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"262","34.962484","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=3793 Ack=2346 Win=65535 Len=0"
"265","34.966740","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"266","34.967023","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=2346 Ack=3992 Win=65535 Len=0"
"271","35.074279","149.154.167.99","10.0.2.15","TLSv1.2","473","Application Data"
"272","35.115386","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=3992 Ack=2765 Win=65535 Len=0"
"273","35.377378","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"274","35.377877","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=2765 Ack=4191 Win=65535 Len=0"
"275","35.478629","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"276","35.478672","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=4191 Ack=2910 Win=65535 Len=0"
"277","35.904520","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"278","35.904577","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=4191 Ack=3249 Win=65535 Len=0"
"291","36.659309","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"292","36.659692","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=3249 Ack=4374 Win=65535 Len=0"
"293","36.702451","10.0.2.15","149.154.167.99","TLSv1.2","187","Application Data"
"294","36.702846","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=3249 Ack=4507 Win=65535 Len=0"
"295","36.735354","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"296","36.735393","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=4507 Ack=3362 Win=65535 Len=0"
"297","36.809492","149.154.167.99","10.0.2.15","TLSv1.2","457","Application Data"
"298","36.809519","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=4507 Ack=3765 Win=65535 Len=0"
"301","36.824976","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"302","36.825009","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=4507 Ack=3878 Win=65535 Len=0"
"308","36.885625","10.0.2.15","149.154.167.99","TLSv1.2","285","Application Data"
"309","36.886052","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=3878 Ack=4738 Win=65535 Len=0"
"311","36.990281","149.154.167.99","10.0.2.15","TLSv1.2","473","Application Data"
"312","36.990328","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=4738 Ack=4297 Win=65535 Len=0"
"317","37.260733","10.0.2.15","149.154.167.99","TLSv1.2","269","Application Data"
"318","37.261142","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=4297 Ack=4953 Win=65535 Len=0"
"319","37.354575","10.0.2.15","149.154.167.99","TLSv1.2","171","Application Data"
"320","37.354937","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=4297 Ack=5070 Win=65535 Len=0"
"321","37.434648","149.154.167.99","10.0.2.15","TLSv1.2","217","Application Data"
"322","37.434698","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=5070 Ack=4460 Win=65535 Len=0"
"323","37.484702","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"324","37.484730","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=5070 Ack=4573 Win=65535 Len=0"
"329","37.589118","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"330","37.589470","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=4573 Ack=5269 Win=65535 Len=0"
"331","37.717218","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"332","37.717249","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=5269 Ack=4686 Win=65535 Len=0"
"333","37.719851","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"334","37.720128","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=4686 Ack=5468 Win=65535 Len=0"
"341","37.872088","149.154.167.99","10.0.2.15","TLSv1.2","457","Application Data"
"342","37.915995","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=5468 Ack=5089 Win=65535 Len=0"
"345","38.299196","149.154.167.99","10.0.2.15","TLSv1.2","409","Application Data"
"346","38.299235","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=5468 Ack=5444 Win=65535 Len=0"
"425","39.382673","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"426","39.382742","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=5468 Ack=5783 Win=65535 Len=0"
"434","39.750605","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"435","39.750956","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=5783 Ack=5667 Win=65535 Len=0"
"436","39.839306","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"437","39.839353","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=5667 Ack=5896 Win=65535 Len=0"
"445","40.697592","149.154.167.99","10.0.2.15","TLSv1.2","409","Application Data"
"446","40.697645","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=5667 Ack=6251 Win=65535 Len=0"
"454","41.759854","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"455","41.759885","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=5667 Ack=6590 Win=65535 Len=0"
"465","42.845609","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"466","42.845996","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=6590 Ack=5866 Win=65535 Len=0"
"467","42.922892","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"468","42.922933","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=5866 Ack=6703 Win=65535 Len=0"
"476","45.932329","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"477","45.932639","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=6703 Ack=6049 Win=65535 Len=0"
"478","46.057078","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"479","46.057111","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=6049 Ack=6816 Win=65535 Len=0"
"484","49.063877","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"485","49.064283","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=6816 Ack=6232 Win=65535 Len=0"
"486","49.143650","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"487","49.143695","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=6232 Ack=6929 Win=65535 Len=0"
"490","49.449629","10.0.2.15","149.154.167.99","TLSv1.2","541","Application Data"
"491","49.450021","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=6929 Ack=6719 Win=65535 Len=0"
"492","49.566401","149.154.167.99","10.0.2.15","TLSv1.2","233","Application Data"
"493","49.566432","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=6719 Ack=7108 Win=65535 Len=0"
"494","49.746870","149.154.167.99","10.0.2.15","TLSv1.2","652","Application Data"
"495","49.746912","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=6719 Ack=7706 Win=65535 Len=0"
"509","50.099835","10.0.2.15","149.154.167.99","TCP","74","49342  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4092963563 TSecr=0 WS=128"
"510","50.169934","149.154.167.99","10.0.2.15","TCP","60","443  >  49342 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"511","50.169976","10.0.2.15","149.154.167.99","TCP","54","49342  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"512","50.171617","10.0.2.15","149.154.167.99","TLSv1.3","755","Client Hello"
"513","50.171930","149.154.167.99","10.0.2.15","TCP","60","443  >  49342 [ACK] Seq=1 Ack=702 Win=65535 Len=0"
"514","50.247135","149.154.167.99","10.0.2.15","TLSv1.3","308","Server Hello, Change Cipher Spec, Application Data, Application Data"
"515","50.247193","10.0.2.15","149.154.167.99","TCP","54","49342  >  443 [ACK] Seq=702 Ack=255 Win=63986 Len=0"
"516","50.247817","10.0.2.15","149.154.167.99","TLSv1.3","134","Change Cipher Spec, Application Data"
"517","50.248055","10.0.2.15","149.154.167.99","TLSv1.3","224","Application Data"
"518","50.248118","149.154.167.99","10.0.2.15","TCP","60","443  >  49342 [ACK] Seq=255 Ack=782 Win=65535 Len=0"
"519","50.248208","149.154.167.99","10.0.2.15","TCP","60","443  >  49342 [ACK] Seq=255 Ack=952 Win=65535 Len=0"
"520","50.320098","149.154.167.99","10.0.2.15","TLSv1.3","428","Application Data, Application Data"
"521","50.320459","10.0.2.15","149.154.167.99","TLSv1.3","85","Application Data"
"522","50.320732","10.0.2.15","149.154.167.99","TCP","74","49358  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4092963784 TSecr=0 WS=128"
"523","50.320803","149.154.167.99","10.0.2.15","TCP","60","443  >  49342 [ACK] Seq=629 Ack=983 Win=65535 Len=0"
"524","50.391252","149.154.167.99","10.0.2.15","TCP","60","443  >  49358 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"525","50.391299","10.0.2.15","149.154.167.99","TCP","54","49358  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"526","50.392864","10.0.2.15","149.154.167.99","TLSv1.3","752","Client Hello"
"527","50.393365","149.154.167.99","10.0.2.15","TCP","60","443  >  49358 [ACK] Seq=1 Ack=699 Win=65535 Len=0"
"528","50.465750","149.154.167.99","10.0.2.15","TLSv1.3","1294","Server Hello, Change Cipher Spec, Application Data"
"529","50.465785","10.0.2.15","149.154.167.99","TCP","54","49358  >  443 [ACK] Seq=699 Ack=1241 Win=63240 Len=0"
"530","50.466371","149.154.167.99","10.0.2.15","TCP","2910","443  >  49358 [PSH, ACK] Seq=1241 Ack=699 Win=65535 Len=2856 [TCP segment of a reassembled PDU]"
"531","50.466390","10.0.2.15","149.154.167.99","TCP","54","49358  >  443 [ACK] Seq=699 Ack=4097 Win=63240 Len=0"
"532","50.467086","149.154.167.99","10.0.2.15","TLSv1.3","1660","Application Data, Application Data, Application Data"
"533","50.467098","10.0.2.15","149.154.167.99","TCP","54","49358  >  443 [ACK] Seq=699 Ack=5703 Win=63240 Len=0"
"534","50.468958","10.0.2.15","149.154.167.99","TLSv1.3","134","Change Cipher Spec, Application Data"
"535","50.469119","10.0.2.15","149.154.167.99","TLSv1.3","665","Application Data"
"536","50.469161","149.154.167.99","10.0.2.15","TCP","60","443  >  49358 [ACK] Seq=5703 Ack=779 Win=65535 Len=0"
"537","50.469211","149.154.167.99","10.0.2.15","TCP","60","443  >  49358 [ACK] Seq=5703 Ack=1390 Win=65535 Len=0"
"538","50.541378","149.154.167.99","10.0.2.15","TLSv1.3","660","Application Data, Application Data"
"539","50.543061","149.154.167.99","10.0.2.15","TLSv1.3","296","Application Data"
"540","50.543106","10.0.2.15","149.154.167.99","TCP","54","49358  >  443 [ACK] Seq=1390 Ack=6551 Win=63240 Len=0"
"541","50.545115","10.0.2.15","149.154.167.99","TLSv1.3","146","Application Data"
"542","50.545485","149.154.167.99","10.0.2.15","TCP","60","443  >  49358 [ACK] Seq=6551 Ack=1482 Win=65535 Len=0"
"543","50.547130","10.0.2.15","149.154.167.99","TLSv1.3","237","Application Data"
"544","50.547458","149.154.167.99","10.0.2.15","TCP","60","443  >  49358 [ACK] Seq=6551 Ack=1665 Win=65535 Len=0"
"545","50.617062","149.154.167.99","10.0.2.15","TLSv1.3","183","Application Data"
"546","50.620093","10.0.2.15","149.154.167.99","TLSv1.3","301","Application Data"
"547","50.620450","149.154.167.99","10.0.2.15","TCP","60","443  >  49358 [ACK] Seq=6680 Ack=1912 Win=65535 Len=0"
"548","50.702827","149.154.167.99","10.0.2.15","TLSv1.3","249","Application Data"
"549","50.718951","149.154.167.99","10.0.2.15","TCP","1294","443  >  49358 [PSH, ACK] Seq=6875 Ack=1912 Win=65535 Len=1240 [TCP segment of a reassembled PDU]"
"550","50.719104","10.0.2.15","149.154.167.99","TCP","54","49358  >  443 [ACK] Seq=1912 Ack=8115 Win=63240 Len=0"
"551","50.719312","149.154.167.99","10.0.2.15","TCP","1294","443  >  49358 [PSH, ACK] Seq=8115 Ack=1912 Win=65535 Len=1240 [TCP segment of a reassembled PDU]"
"552","50.720080","149.154.167.99","10.0.2.15","TCP","2534","443  >  49358 [PSH, ACK] Seq=9355 Ack=1912 Win=65535 Len=2480 [TCP segment of a reassembled PDU]"
"553","50.720104","10.0.2.15","149.154.167.99","TCP","54","49358  >  443 [ACK] Seq=1912 Ack=11835 Win=63240 Len=0"
"554","50.720160","149.154.167.99","10.0.2.15","TCP","2534","443  >  49358 [PSH, ACK] Seq=11835 Ack=1912 Win=65535 Len=2480 [TCP segment of a reassembled PDU]"
"555","50.720165","10.0.2.15","149.154.167.99","TCP","54","49358  >  443 [ACK] Seq=1912 Ack=14315 Win=63240 Len=0"
"556","50.720539","149.154.167.99","10.0.2.15","TCP","2534","443  >  49358 [PSH, ACK] Seq=14315 Ack=1912 Win=65535 Len=2480 [TCP segment of a reassembled PDU]"
"557","50.720546","10.0.2.15","149.154.167.99","TCP","54","49358  >  443 [ACK] Seq=1912 Ack=16795 Win=63240 Len=0"
"558","50.720580","149.154.167.99","10.0.2.15","TCP","1294","443  >  49358 [PSH, ACK] Seq=16795 Ack=1912 Win=65535 Len=1240 [TCP segment of a reassembled PDU]"
"559","50.721172","149.154.167.99","10.0.2.15","TCP","3774","443  >  49358 [PSH, ACK] Seq=18035 Ack=1912 Win=65535 Len=3720 [TCP segment of a reassembled PDU]"
"560","50.721198","10.0.2.15","149.154.167.99","TCP","54","49358  >  443 [ACK] Seq=1912 Ack=21755 Win=63240 Len=0"
"561","50.730426","149.154.167.99","10.0.2.15","TLSv1.3","2820","Application Data [TCP segment of a reassembled PDU]"
"562","50.730465","10.0.2.15","149.154.167.99","TCP","54","49358  >  443 [ACK] Seq=1912 Ack=24521 Win=63240 Len=0"
"563","50.795407","149.154.167.99","10.0.2.15","TLSv1.3","836","Application Data"
"564","50.839511","10.0.2.15","149.154.167.99","TCP","54","49358  >  443 [ACK] Seq=1912 Ack=25303 Win=63240 Len=0"
"569","52.151315","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"570","52.151796","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=7706 Ack=6902 Win=65535 Len=0"
"571","52.218973","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"572","52.219000","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=6902 Ack=8045 Win=65535 Len=0"
"577","52.233843","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"578","52.233899","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=6902 Ack=8158 Win=65535 Len=0"
"584","53.505552","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"585","53.505587","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=6902 Ack=8497 Win=65535 Len=0"
"595","54.696951","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"596","54.696983","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=6902 Ack=8836 Win=65535 Len=0"
"606","55.280464","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"607","55.280766","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=8836 Ack=7101 Win=65535 Len=0"
"608","55.386408","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"609","55.386438","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=7101 Ack=8949 Win=65535 Len=0"
"632","58.396882","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"633","58.397411","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=8949 Ack=7149 Win=65535 Len=0"
"634","58.397411","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=8949 Ack=7197 Win=65535 Len=0"
"635","58.397411","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=8949 Ack=7245 Win=65535 Len=0"
"636","58.397411","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=8949 Ack=7284 Win=65535 Len=0"
"637","58.479678","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"638","58.479719","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=7284 Ack=9062 Win=65535 Len=0"
"639","59.141078","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"640","59.141121","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=7284 Ack=9401 Win=65535 Len=0"
"659","60.158062","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"660","60.158469","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=9401 Ack=7467 Win=65535 Len=0"
"661","60.256985","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"662","60.257019","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=7467 Ack=9514 Win=65535 Len=0"
"666","60.260668","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"667","60.260684","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=7467 Ack=9853 Win=65535 Len=0"
"674","60.585842","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"675","60.586825","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=9853 Ack=7666 Win=65535 Len=0"
"676","60.700693","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"677","60.700728","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=7666 Ack=9966 Win=65535 Len=0"
"682","60.826324","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"683","60.826726","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=9966 Ack=7865 Win=65535 Len=0"
"684","60.959666","149.154.167.99","10.0.2.15","TLSv1.2","457","Application Data"
"685","60.959701","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=7865 Ack=10369 Win=65535 Len=0"
"686","61.150031","10.0.2.15","149.154.167.99","TLSv1.2","301","Application Data"
"687","61.150434","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=10369 Ack=8112 Win=65535 Len=0"
"688","61.151854","10.0.2.15","149.154.167.99","TLSv1.2","187","Application Data"
